epochs,walk_length,window,n_walks,d,neg_samples,mean_auc,std_auc,min_auc,max_auc,n_windows,time_seconds,error,auc_2000_2005,auc_2005_2010,auc_2010_2015,auc_2015_2020
5,20,3,20,32,10,0.6986037701760972,0.008927907911511481,0.6839960472566802,0.7067718293309241,4,326.2541847229004,,0.7048229990609594,0.6839960472566802,0.698824205055825,0.7067718293309241
5,40,5,10,128,10,0.6983772907266801,0.009041228460271902,0.6835669549804747,0.7067452557067324,4,571.8087306022644,,0.7045014310625866,0.6835669549804747,0.6986955211569267,0.7067452557067324
5,20,10,15,32,5,0.6973309540395372,0.0089476408847313,0.6826756818299768,0.7057119593361293,4,434.831844329834,,0.7032555275082063,0.6826756818299768,0.6976806474838365,0.7057119593361293
5,30,10,20,32,15,0.6980151382144726,0.008957108200063024,0.6833781564297203,0.7061565205038426,4,1887.838577747345,,0.7043693347075508,0.6833781564297203,0.6981565412167764,0.7061565205038426
5,40,7,20,32,15,0.6977803438817549,0.008870279992456155,0.6832569834131307,0.7054458631799082,4,1947.1705911159515,,0.7044898353324505,0.6832569834131307,0.6979286936015308,0.7054458631799082
5,30,3,20,128,15,0.6997007393958694,0.009118612564468075,0.6847918748846575,0.7080618012968961,4,686.4752702713013,,0.7060550565629888,0.6847918748846575,0.6998942248389353,0.7080618012968961
5,20,5,20,128,15,0.6980890386778797,0.00901042887489483,0.6833193574445267,0.7063636118274422,4,694.5339782238007,,0.7042560151785646,0.6833193574445267,0.6984171702609857,0.7063636118274422
5,20,3,20,32,15,0.6984433843784356,0.009003055301327015,0.6837616355330425,0.7068209483163955,4,434.8615915775299,,0.7046459947117627,0.6837616355330425,0.6985449589525414,0.7068209483163955
5,20,3,20,64,5,0.6976623193759193,0.008948098314028218,0.6829351811520382,0.7054986304539337,4,219.2722146511078,,0.7041273134492071,0.6829351811520382,0.6980881524484983,0.7054986304539337
5,30,7,10,128,15,0.6974764414820451,0.008982313064194383,0.6827380267705263,0.7057639444463071,4,734.7962756156921,,0.7035318343828859,0.6827380267705263,0.6978719603284612,0.7057639444463071
5,40,5,10,128,15,0.6981741369771344,0.008989395847004924,0.6834108566006469,0.706418202670517,4,754.2641062736511,,0.7042681582001449,0.6834108566006469,0.6985993304372288,0.706418202670517
5,20,10,15,32,10,0.6975490575781398,0.008975349973735504,0.6828128329167408,0.7057327698916662,4,657.7677989006042,,0.7037089273763187,0.6828128329167408,0.6979417001278333,0.7057327698916662
5,30,3,30,32,5,0.702410213663738,0.009144972832252015,0.6874785149682344,0.7104317924309671,4,503.0873873233795,,0.7092818422168822,0.6874785149682344,0.7024487050388688,0.7104317924309671
5,20,5,30,32,5,0.6993766475745542,0.008970349622767193,0.6846947458130677,0.7075063535815381,4,506.6810405254364,,0.7057148277271637,0.6846947458130677,0.6995906631764472,0.7075063535815381
5,20,3,20,64,10,0.6982974572406253,0.008875129883081787,0.6837366505892649,0.7062116168505439,4,327.9270405769348,,0.704648300426845,0.6837366505892649,0.6985932610958475,0.7062116168505439
