country,t_start,t_end,emb_magnitude,emb_cos_complex,emb_centroid_norm,c0,d0,c1,d1,c2,d2,c3,d3,c4,d4,c5,d5,c6,d6,c7,d7,c8,d8,c9,d9,c10,d10,c11,d11,c12,d12,c13,d13,c14,d14,c15,d15,gdp_t,gdp_t5,log_gdp_t,log_gdp_growth
40,2000,2005,0.02136811694389666,0.0015141000183478562,0.22547182738953703,0.1251566303027749,-0.0006160440333032313,-0.016640834689965977,-0.001965230379027273,0.025240384858305615,-0.0016377648095406358,-0.09762424255847926,-0.004461315578370678,-0.03590146042988004,0.004489141192955022,0.008763619941097782,0.0014056679387205156,0.006243707341552966,0.002412341990624893,0.0018035873650430081,0.004796164221333835,0.014079877876895923,-0.004181727070027768,0.013736613526960156,-0.000819863234871248,-0.012203328242689234,0.0044078693740993765,-0.04546354392975076,-0.004675814902852737,-0.023715298535379736,0.0010691010972567715,0.006106148785193394,-0.0020036553556556517,-0.04316363731037397,-0.0015375643138383424,7.549863864148055e-05,-0.003823311549880874,38571.0858780001,40989.0131778975,10.560258204241288,0.06080113426364757
44,2000,2005,0.21971973492311675,0.16048286605627257,0.2106572900780144,0.11425413060269438,-0.003136721355762151,0.026324415937766382,-0.02493369454790266,0.017919183217250067,-0.00797908764881991,-0.06384233692396883,0.04754103142241374,0.05525950809263034,0.013456546045795582,-0.003039378619211773,0.02021929056608262,-0.006167966352859746,-0.009620188075851861,-0.0037127438757340392,-0.00270923830331054,-0.013526869265850665,-0.001479141632988656,-0.01918408804577986,0.013685163178869832,0.01991927143742695,-0.03577692871361983,-0.024882314507425486,0.043815127789008194,0.04224830833223513,-0.03141697357462794,0.05413517130968466,-0.005631850849871625,-0.0005862952992697199,0.05581455760040491,-0.0041083887970149,-0.03473994172110425,32424.7271786716,33144.7878790275,10.3866765952301,0.02196415963693743
48,2000,2005,0.08879761440961124,-0.13596799335028975,0.24893331806635624,0.12435053214553442,0.0014903568598882838,0.03403484985914625,-0.021368171555174655,0.04290491965689407,-0.0023370292177593427,0.008730054963592618,0.0019076634747327206,0.0047634377276559794,-0.010157582541965506,0.017992081613510232,-0.02187489587829311,-0.02530951305825167,-0.014680110486188,-0.03302244141874053,0.0009239460157058552,0.02206396932283629,0.016001497850962217,-0.021207905680493175,0.00927382681698672,0.004285752472482103,-0.015152745362604872,-0.031789165931604406,0.016122537343275744,0.023502453692100404,-0.0036249740106936157,0.00910881085777457,0.017106032318028118,-0.013333134754288477,-0.0026356983544678168,-0.022669537508795013,-0.004378633744887818,25407.9694054552,23439.6704353038,10.142818159915754,-0.08063297625095822
50,2000,2005,0.05197626334487384,0.039738756010563744,0.29387559514395173,0.10819102594830868,0.00500812618756559,0.08133716869257351,-0.00399625839444015,0.17537506091784355,-0.011522145109093745,0.11291431446422374,-0.004127826976690618,-0.0570284174512361,-0.0010171880491429072,-0.03171183337429945,0.011802103969197265,0.017633665875369842,-0.006843564259990529,-0.014631943759362704,-0.010473552097917815,-0.050937872317735014,0.0021823090589960167,-0.06522226486247816,0.013728274640365752,-0.00861821250694614,0.0011050906157862323,-0.011305566084310902,-0.0056238949024382465,-0.026818911935619746,-0.002761983451981923,0.03697326872501339,-0.008650446984846936,0.018974395321778536,0.005408946133004779,0.022404297880255886,0.0009901879276939182,620.560472822105,739.203718353409,6.430623058110431,0.17495049244439315
51,2000,2005,0.07507672087670761,0.0501041194647239,0.2431306593209484,0.11388526417953693,-0.00012338614440049467,0.02614538819354232,-0.0003736031432205432,0.04534477138151019,0.0076160576612786385,-0.07035313488517428,0.02995319236436799,-0.02549785648857834,0.0038091030730009676,-0.0014323824869354926,0.00460908745762855,-0.0038519507397738553,-0.006054722279709846,-0.039348315077436496,0.004982903240250164,-0.005475004298458309,0.010640357181109322,-0.02357527385671741,0.0016905495408317504,0.04947689587243118,-0.01032037558240978,-0.053423997310500855,0.018298089879784582,-0.0015371210271061767,0.007792833272737306,0.014132887460556746,-0.0015031900269084682,0.036740164791832945,-0.012735783901213136,-0.07672499161071378,0.01128201325243082,1229.21510436102,2240.09273209788,7.114131118141311,0.600141424108872
52,2000,2005,0.07834839692399038,0.08471442731921465,0.22880410908752088,0.12510240894725586,-0.002566443177699468,0.004157988500936434,-0.018378658559061983,0.019017182974320795,0.001173885198721577,-0.04806872110571571,0.011276206027138386,0.0487681414107057,0.004436400874855348,0.021273538214635908,-0.0018350018869004343,-0.021074373791030023,-0.004686273546258168,-0.015743081214866568,-0.009570065505149657,-0.08616650006906332,0.015448113183606726,0.0026318100841523453,-0.017526152304088043,-0.019176869698598102,-0.0028001943245875224,-0.024887881135934667,0.01846655070022665,0.03574071957008269,-0.014039616541474086,-0.010046720913655714,-0.0014334378162053716,-0.003190467400031391,-0.004546297470075178,-0.022631954874413295,0.020560700580747018,21523.3992235883,22250.0263806215,9.976895958288354,0.03320251495123987
56,2000,2005,0.033421847571169366,-0.003102475348031841,0.2112031472197242,0.16875516355004216,-0.005950379516906523,-0.11953976255808675,0.010729253651259874,-0.02727251380681498,-0.0015343965863841534,0.0134323050088576,-0.010847161333284073,0.00622092842690595,0.004259623363838385,-0.009945353977804489,0.004220503731293259,-0.002570336428635343,0.0035900582674339397,-0.010680285619020648,-0.0007800682403364192,-0.0032953152953893333,-0.010249054612068492,-0.01306612555285267,-0.006397617923294413,-0.004371455708549185,0.0005111323471001382,0.00011104205445382323,0.004846328379232403,-0.009398725340075374,0.006401320329089289,0.0012267925808444981,-0.00917148886381299,0.003584268635472056,0.0028653130484848034,0.0051626210375398645,0.0033758702348015146,35878.3153586195,38645.2605193362,10.487888362969542,0.0742910578952249
58,2000,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
60,2000,2005,0.18569183426274344,0.043024032619020235,0.2608207266608578,0.11977361469067531,-0.017250999923341906,0.014330124635971251,0.023275307317749228,-0.023548435143204843,0.018954690625879334,-0.04087093665657874,-0.0005376908076168765,0.07395867523309865,0.0024327942446696754,0.03051582888177212,-0.011973254276264486,-0.0034436957190007948,-0.012899900679318335,-0.023153442460262772,0.00295355310525295,-0.03481660656332607,-0.0015185005594263862,-0.025313054373108625,0.006666840162751569,0.029860050383177482,-0.048069750555842616,0.03835714522803473,-0.012915974058292694,0.012892089792843429,-0.002517580008794637,0.036931965207645565,0.011832198544558414,0.03911741682283753,-0.008952954949511802,0.00592189079540006,-0.022396059929433883,109502.763102809,122143.799577518,11.603705061735932,0.10924925293721328
64,2000,2005,0.1254371046403131,0.12259353224828531,0.19098020134751673,0.11512552746962942,0.009152366005528031,0.014020492930627645,0.005007992673527662,0.025196610928694553,-0.011656142150453509,-0.035549201172466634,0.03288532509396756,0.013358672495143517,0.010042455586802354,0.029267162565800513,0.0004934754399570883,-0.02380585576279964,-0.02172450952807652,0.005001366762218717,-0.005190503044384117,0.0030812842179163353,0.01471626073504179,0.008521293349421429,-0.012118682558872496,-0.01453798642663141,0.014361165503423822,-0.0019913649987049215,0.0013481089083051622,0.00647078351137493,0.006366473003547369,0.00855578578382879,-0.015008159129286363,-0.014361603677784194,0.003588425502483169,-0.00033404206550239224,-0.004834775204852189,1259.6237645235,1632.02169500573,7.138568355771268,0.2590064731728399
68,2000,2005,0.07924247169613106,0.1790437778037359,0.23812595582916607,0.105013617149865,0.004187695426398283,0.06611499440040726,-0.003559278468709251,0.051696406590077806,-0.02683982115240597,0.014130841658004866,0.008298019744538613,0.020010649835519333,0.013828586887763221,0.03465931150566043,0.003097068357882711,-0.04198073121886386,-0.0013827974209549773,-0.0051186809608916636,-0.019596669857148072,0.032667211555862836,0.011035110116617619,-0.043479026476241966,0.0036947880987411516,0.030460351949598813,0.007990340271720416,0.0006166636003444913,0.009098664774313777,-0.0289561538055329,-0.001734819181327528,-0.000995486092121725,-0.015365877296484068,-0.02576999767154808,-0.008638758892915824,-3.390089086225191e-05,-0.0023957145009822975,2014.19024658446,2156.18670325307,7.607972530875074,0.0681239944606604
70,2000,2005,0.05008560733850902,0.06607718915127725,0.1992763591289799,0.12823747798407803,-0.001452489244750832,0.034136327382377596,0.0018789966306008155,0.0675967460147075,-0.005209156839963258,0.004183899881602883,-0.01614516926727692,-0.07290355798792215,0.007135651815956948,0.05654237535716468,0.004287393931851111,0.030598333475570793,-0.012563868355921777,0.01867843351821719,0.0023465378889173487,0.009038373767308795,-0.00528674181531481,-0.007309183174349046,-0.0018951617358841585,0.017012705156026,-0.012395752564528292,-0.00699897179124509,-0.004299175046946477,-0.008154518779693809,0.0034086110710110813,0.006315551539566215,-0.0023156055537140053,0.015063813530908021,-0.01032456629460091,-0.004286259420364403,-0.003216673607000531,2567.34136989735,3217.81341615345,7.850626156017614,0.22583118854653997
72,2000,2005,0.11223158564063858,-0.13021492365870782,0.2308992970013594,0.1296381199034895,0.0048154501658458915,0.06576131445582473,0.0028077185601839277,0.01660570777160709,0.010777664378184629,0.026633592273082596,0.014883829233512731,0.03507057534715436,-0.03406231223804924,-0.003336154193460254,0.01081328824518572,-0.0340956274836988,0.025159769779938973,-0.004750466527357477,-0.016793606003378037,-0.019730866773695253,-0.005314558323349466,-0.05069152384934529,0.0017686060026685657,0.017681665849690047,-0.009795164581269954,-0.040316865181078736,0.015667198271846913,0.0009082819151022519,-0.01150396564782031,0.025796387508185394,-0.0022967301374251584,-0.03359119660700074,0.018441954867377514,0.014012430619206526,-0.021753133764290434,5062.64289173588,5514.21742664705,8.529643936544536,0.08544108600772289
76,2000,2005,0.03580373495347822,0.14772812874498326,0.2560404050136543,0.11816847828647897,-6.809157025110257e-05,0.018449308209126578,0.0008215248618647537,-0.004126655249215403,-0.0041395007750653304,-0.037166854819284036,-0.0013297398329011334,-0.001038275332797549,0.0032763643527015623,0.010265763430734692,0.005255781810632878,-0.025464913761410392,-0.0023769607525761342,0.018359855354181078,-0.003163122189627386,0.04418296057141732,0.003864333370271575,0.00253033941202284,-0.004913496530906319,0.015241309413233288,-0.0049625335318657215,0.016786227231719707,-0.0027955997458180247,-0.013152064152661569,-0.0011951383672502095,-0.07559633930539457,-0.0007168266413655616,-0.0009269179018201122,-0.0015249875139091702,0.04988109854118639,-0.004228618283289659,6817.78345634413,7409.56827992249,8.827289691610327,0.08323776316369219
84,2000,2005,0.08864159643022353,-0.19369499573366958,0.21827541971366188,0.10472256165854577,-0.004778256022138855,0.06721690955730177,-0.014953844549898579,0.02246808797002422,0.02653263027521815,0.01987143886915602,-0.01636493605867624,0.09066359440814711,-0.008993097147980772,0.030908206485582887,-0.006696994726629976,-0.02723944501960071,0.014489003957197823,0.018906486838689097,-0.011287043307223268,0.014183878425786715,-0.006936135346332318,0.009729884945885546,-0.008729986535571239,-0.021509461351347646,0.002375840652817967,-0.025244172802356805,0.010608456652981105,-0.002875754724366822,-0.005386979099260018,-0.01781362121500982,0.0039696297100525555,0.03628929064762368,-0.018960317275759784,-0.00767113426368343,0.001362104947289393,5663.64632374973,6337.12389222378,8.641823190583125,0.11235710916057762
86,2000,2005,0.2170649245845515,-0.3985402488864716,0.3618776308779272,0.09831145635623136,0.006747737979226551,0.04543292801308781,-0.029335695152506114,0.04195547255719883,0.021988092943803307,-0.027119285856084106,-0.022279057703227766,0.0972998775097033,-0.05274345381850762,-0.023934340674347614,0.0007513677053941278,0.004577254846721565,0.020958303168411588,0.06374608006590353,0.013155508377252143,0.06197212807988008,-0.07322382023429304,0.07967549890305481,0.007688245253824749,-0.06668586255010459,0.08244191478043947,0.020681980535681477,-0.017917977445107796,-0.06698314614649398,0.024302038485077934,0.02374345051161685,0.002555777337274124,0.18223506019014107,-0.033310965242793256,0.06276493752454693,-0.010403980981841865,,,,
90,2000,2005,0.15921069525648715,-0.04282168731414341,0.2975147648762205,0.09328115961965605,-0.010538362360471565,0.04690077672016626,0.01275605684925809,0.028377115841967247,0.015358993323229389,-0.0028465265656272233,0.007375440321373805,0.12828662611206165,0.01138210429174999,0.03062263394607054,0.003755389240988779,-0.01463320192762269,0.015965589924594938,0.0413641052395289,0.041341481830567496,0.06404808753207589,-0.016345749446239025,-0.00024789029377575563,0.017089871731517024,-0.0372870786508753,-0.01848789786873549,-0.025710411806756886,-0.006028690069092145,-0.03878098245888212,-0.02492978561317233,0.012800336194908758,0.018675959716854117,0.036910628443576954,0.009022486998759856,-0.010509350911021021,-0.021131352643005988,1747.71796168688,1755.74082446273,7.466066194047924,0.004579974984515706
92,2000,2005,0.16667792577399645,0.22048884151307893,0.18974958446271376,0.10502343900954222,-0.0018792955040562997,0.016074949265044537,0.03699407330903197,0.023810457170672903,-0.022753373818510055,-0.05839223264428524,0.013698761312635331,0.03899019064650805,0.009954344778221692,-0.036799967716256356,0.03959205607136467,0.002692573546916624,-0.013158481120054844,0.0119447525011852,-0.03321416967420954,-0.0002744366093012937,-0.0015165873822996982,-0.03270409548118749,0.010077412939011154,0.01530390119032909,-0.0030932731523429877,-0.007703630920357668,0.006980895427841199,-0.011201001920837478,0.015516606817785106,0.022060951658918596,0.014127035874650626,0.007700421412924013,0.012576190607549359,-0.02358300637666305,0.022022041832958604,,,,
96,2000,2005,0.22522132614746754,-0.01706622171971636,0.42858508298838954,0.1057209391764543,0.0063268256937681205,0.11707620074052554,-0.013033704885776806,0.18202602487592345,0.0072023778039325415,0.12488147226090261,0.04083394925110777,0.019582463561517972,0.0016696745671743694,-0.01807021625419831,-0.0011616755489961827,0.07845132797734906,0.06353772852363578,-0.11426734879620806,0.027005976754354635,-0.07676894364509287,-0.018399401093146958,-0.09323789918971921,-0.0019968939347835696,0.02819791109037673,-0.009846796285366902,-0.06666668764219726,-0.029999636161896118,0.0022322418045523187,-0.003244649862080885,0.04203635972566118,-0.06629302462044963,-0.022282084914904323,0.0073854786895627845,0.0049403247431894955,-0.019266299718532477,37509.5983847742,37312.2778797122,10.532352136134428,-0.0052744189897269
100,2000,2005,0.03637233927848047,-0.28246541406130155,0.1974169716902972,0.1277284179599588,-0.004324951372383673,0.028031779820244806,0.0009233227485178699,0.06264942034798442,0.009736924768543986,0.0036049024513325686,-0.004359318461001409,-0.06840338795772581,0.00041595068375105404,0.028899294289301034,-0.004711600249053052,0.009828283231426121,0.004835995535063054,-0.006408163756315346,0.0006617868885004418,0.015370547475205318,-0.008624693598654674,-0.026117377064848415,0.012449426656761334,0.02591389889572278,-0.009700940296231138,-0.002591492069605734,0.005114843198191409,-0.004340214048854992,2.74573651664594e-05,-0.006837145414109619,0.0033321640229821868,0.02631394384209139,-0.0075869507515707,-0.010073541789502278,-0.0009888040655525402,3717.92889906166,5231.33811895255,8.220922044661648,0.3415003341563783
104,2000,2005,0.08389787748544504,0.3449622017546579,0.28681291914947127,0.1041758887449748,-0.007646548962912961,0.09429079277464568,0.0057174780681830545,0.14222761034040107,-0.024338244980076307,0.11029517497745028,-0.017645742346933557,-0.004897174254869811,0.029075104192728376,0.018518651769268056,0.010403588878702696,0.02994816293919243,-0.020418417692936897,0.034346488130885054,0.01219949818225885,-0.04049520036892348,0.021937310995616206,-0.07307883738286698,0.006065434820483856,0.00022343424070879925,-0.004671860092828993,-0.01584868471079959,0.010160511897651426,-0.0502096931770829,-0.012999708693371213,0.0019041850224479724,-0.006245296940789075,0.021452615212608467,0.004840943989891558,0.0031858256769775896,0.004011386346414717,298.590464510138,522.099544791815,5.699072950603689,0.5587853179331329
108,2000,2005,0.1360981071290118,-0.22354296688159955,0.25016967368362725,0.11436386251803583,0.005552918679829766,0.06383579215302829,-0.021850000182942343,0.011418982796031728,0.027297845776226362,0.01688956476090475,-0.007413237302155918,0.08066319182483521,-0.004599561844821548,0.030911473581847895,-0.02046539335893245,-0.06743597057387629,0.013851905679402483,0.03440310952382024,-0.02953344852993208,-0.01589981687998854,0.0204127756551753,0.0026625876770121743,0.015238703265077582,0.04079832087295329,0.029228709462332067,-0.04489199385287732,-0.002998378097836152,-0.025902496282398983,0.0033903447205536584,0.044818942484405294,0.0007776891594702268,-0.03929622605659861,-0.007801807096263526,-0.014884167692310877,0.032463170614891596,264.154407180223,250.878933475935,5.576533807855859,-0.05156332183512653
112,2000,2005,0.057546291628407326,0.06304656377473644,0.22133840516037184,0.12422639464888591,0.0007031824361599381,0.013156987895371097,-0.016702903110245765,0.0591996323530654,-0.009597074869783596,-0.022670082799929357,-0.017028880128618914,-0.053999523718707546,-0.006616908100414959,0.03619506662964798,0.012296119043226493,-0.005365711128693674,0.010250551484559924,0.013557001977988623,0.012635158128584324,0.02504586302617322,0.01065928126031684,-0.025269710331769564,0.004618771722085226,0.0027709815283809675,-0.00921121505742621,-0.002943017989199545,0.004324574070129532,0.009595586529855066,0.001443504502145183,0.018421549572242218,-0.0006132562066962256,0.011543752399669092,-0.007265939927477326,0.0027794866150946946,0.0031361032947360514,2615.36376799462,3877.71738911289,7.869158475044112,0.3938434826807892
116,2000,2005,0.07471042515864121,-0.3209639777050441,0.3202626255466462,0.11068003907185152,-0.00028920405577888275,0.09799378184520276,-0.00391793586844838,0.17873734450585974,0.013227130101107237,0.12772774270932763,0.010949785363607828,-0.04045512235888143,-0.007483117219569228,-0.016603894642269565,-0.014266723668765916,0.047546573019772685,-0.007886300526778654,0.006122593924576045,-0.01649088217002307,-0.06400248078631035,-0.006376389452037751,-0.06894597030267074,0.002520015778859769,-0.012182815793557471,0.0012624567008546837,-0.037422138565736236,0.006887623630254074,-0.03309736755639283,0.00025136937617995653,0.021241835398661306,-0.00827081733959538,0.031056523097448566,-0.0012339930554303158,0.008674731043221293,-0.007546019855552425,598.561915252147,866.340290123209,6.394529970361067,0.3697478057338333
120,2000,2005,0.08857066704016844,-0.09986264629590827,0.31599031770501634,0.10302514726480104,0.008098955695437657,0.0444135015251573,0.006400520752153943,0.023424422426938162,-0.011579257961013478,0.035732319336756135,-0.0033184899292037426,0.10245292291477186,-0.014966095863192586,0.05835258658902551,0.012577170762295961,-0.09622728129353424,0.017175022251207414,0.08952184288147455,-0.018684666495374924,0.071288414144058,-0.01003438539132144,-0.004516532130901078,-0.01155779920146887,0.0020908474242291543,0.011417952890886669,-0.10110550583769144,0.011339381178924482,-0.03481689180474237,0.015381905243063425,-0.03784391266987133,0.005984727651189951,-0.028731918591536384,0.002274635309184196,0.005846049090820937,-0.003931422132401674,1151.27689302947,1264.74345218659,7.048626947148554,0.09399762884985315
124,2000,2005,0.03110885673555105,-0.004795412382586574,0.2758629995188131,0.12386517855069806,0.002303010250828963,-0.01568618587974867,-0.005289490822029574,-0.0068606068435559525,-0.000327964421982436,-0.05847228771478843,0.003518755734451706,-0.0017226760053519767,0.004918017751804219,0.05900050240134957,0.00337337037475869,0.0010921128393199427,0.0006807055910253233,0.02815498249663592,-0.004599130643969624,0.023307033832808938,-0.004349548485034174,-0.039319796302648084,-0.00029787866978639443,-0.03446225204520448,-0.0011099552555606726,0.04114220252779748,-0.004391100674655167,0.003009322032591044,0.001247893274255734,-0.009574575275308183,0.004962158838731527,-0.03951460340224317,0.004850251170294473,0.007621473701466836,-0.00047256164455271137,37906.8601321366,41006.2229523971,10.542887380815863,0.07859173268002471
132,2000,2005,0.10297661754116014,-0.1507654544892968,0.1911803025681347,0.11130613504535246,-0.0029177530988099415,0.03681185201442756,0.0007665624175363303,0.039819423080816076,0.035728341991239344,-0.058436419337814134,0.01558945128350174,0.052773658301844634,-0.0001682310522822944,0.003949286121249999,0.002762123457312687,0.008987994609126342,0.030604042115238563,0.014342403705156884,-0.01569016047563063,-0.02581792384958413,-0.00833997398721405,0.005069543289955586,-0.025772950695324082,0.004487729652099168,-0.015333601511012169,-0.022444234273147377,0.005882432453284958,0.01947358607651796,-0.01675052135669864,0.05820396813138776,-0.01865073268328834,0.01981778697095809,0.004931788162135103,-0.02070254576075109,-0.003061192257626317,2037.31720912714,2514.16779255327,7.619389127778705,0.2103080024033131
